case_id,B,K,M,N,dependency_count,node_id,output_elements,real_macs
xor_n16,1,2,1,2,0,contract_25,2,16
xor_n16,1,2,8,1,1,contract_26,8,64
xor_n16,1,2,1,2,0,contract_27,2,16
xor_n16,1,2,8,1,1,contract_28,8,64
xor_n16,1,2,1,2,0,contract_29,2,16
xor_n16,1,2,8,1,1,contract_30,8,64
xor_n16,1,2,2,4,2,contract_31,8,64
xor_n16,1,2,4,4,2,contract_32,16,128
xor_n16,1,2,4,4,2,contract_33,16,128
xor_n16,1,2,4,4,2,contract_34,16,128
xor_n16,1,2,4,4,2,contract_35,16,128
xor_n16,1,2,4,4,2,contract_36,16,128
xor_n16,1,2,4,4,2,contract_37,16,128
xor_n16,1,2,4,8,2,contract_38,32,256
xor_n16,1,2,8,16,2,contract_39,128,1024
xor_n16,1,2,8,64,2,contract_40,512,4096
xor_n16,1,2,8,256,2,contract_41,2048,16384
xor_n16,1,2,8,1024,2,contract_42,8192,65536
xor_n16,1,2,8,4096,2,contract_43,32768,262144
xor_n16,1,2,4,16384,2,contract_44,65536,524288
xor_n18,1,2,1,8,0,contract_0,8,64
xor_n18,1,2,1,2,0,contract_1,2,16
xor_n18,1,2,4,1,2,contract_2,4,32
xor_n18,1,2,1,2,0,contract_3,2,16
xor_n18,1,2,8,1,1,contract_4,8,64
xor_n18,1,2,1,2,0,contract_5,2,16
xor_n18,1,2,8,1,1,contract_6,8,64
xor_n18,1,2,1,2,0,contract_7,2,16
xor_n18,1,2,8,1,1,contract_8,8,64
xor_n18,1,2,1,2,0,contract_9,2,16
xor_n18,1,2,8,1,1,contract_10,8,64
xor_n18,1,2,1,2,0,contract_11,2,16
xor_n18,1,2,8,1,1,contract_12,8,64
xor_n18,1,2,1,2,0,contract_13,2,16
xor_n18,1,2,8,1,1,contract_14,8,64
xor_n18,1,2,1,2,0,contract_15,2,16
xor_n18,1,2,8,1,1,contract_16,8,64
xor_n18,1,2,1,2,0,contract_17,2,16
xor_n18,1,2,8,1,1,contract_18,8,64
xor_n18,1,2,1,2,0,contract_19,2,16
xor_n18,1,2,8,1,1,contract_20,8,64
xor_n18,1,2,1,2,0,contract_21,2,16
xor_n18,1,2,8,1,1,contract_22,8,64
xor_n18,1,2,1,2,0,contract_23,2,16
xor_n18,1,2,8,1,1,contract_24,8,64
xor_n18,1,2,1,2,0,contract_25,2,16
xor_n18,1,2,8,1,1,contract_26,8,64
xor_n18,1,2,1,2,0,contract_27,2,16
xor_n18,1,2,8,1,1,contract_28,8,64
xor_n18,1,2,1,2,0,contract_29,2,16
xor_n18,1,2,8,1,1,contract_30,8,64
xor_n18,1,2,1,2,0,contract_31,2,16
xor_n18,1,2,8,1,1,contract_32,8,64
xor_n18,1,2,1,2,0,contract_33,2,16
xor_n18,1,2,8,1,1,contract_34,8,64
xor_n18,1,2,2,4,2,contract_35,8,64
xor_n18,1,2,4,4,2,contract_36,16,128
xor_n18,1,2,4,4,2,contract_37,16,128
xor_n18,1,2,4,4,2,contract_38,16,128
xor_n18,1,2,4,4,2,contract_39,16,128
xor_n18,1,2,4,4,2,contract_40,16,128
xor_n18,1,2,4,4,2,contract_41,16,128
xor_n18,1,2,4,4,2,contract_42,16,128
xor_n18,1,2,4,8,2,contract_43,32,256
xor_n18,1,2,8,16,2,contract_44,128,1024
xor_n18,1,2,8,64,2,contract_45,512,4096
xor_n18,1,2,8,256,2,contract_46,2048,16384
xor_n18,1,2,8,1024,2,contract_47,8192,65536
xor_n18,1,2,8,4096,2,contract_48,32768,262144
xor_n18,1,2,8,16384,2,contract_49,131072,1048576
xor_n18,1,2,4,65536,2,contract_50,262144,2097152
xor_n20,1,2,1,8,0,contract_0,8,64
xor_n20,1,2,1,2,0,contract_1,2,16
xor_n20,1,2,4,1,2,contract_2,4,32
xor_n20,1,2,1,2,0,contract_3,2,16
xor_n20,1,2,8,1,1,contract_4,8,64
xor_n20,1,2,1,2,0,contract_5,2,16
xor_n20,1,2,8,1,1,contract_6,8,64
xor_n20,1,2,1,2,0,contract_7,2,16
xor_n20,1,2,8,1,1,contract_8,8,64
xor_n20,1,2,1,2,0,contract_9,2,16
xor_n20,1,2,8,1,1,contract_10,8,64
xor_n20,1,2,1,2,0,contract_11,2,16
xor_n20,1,2,8,1,1,contract_12,8,64
xor_n20,1,2,1,2,0,contract_13,2,16
xor_n20,1,2,8,1,1,contract_14,8,64
xor_n20,1,2,1,2,0,contract_15,2,16
xor_n20,1,2,8,1,1,contract_16,8,64
xor_n20,1,2,1,2,0,contract_17,2,16
xor_n20,1,2,8,1,1,contract_18,8,64
xor_n20,1,2,1,2,0,contract_19,2,16
xor_n20,1,2,8,1,1,contract_20,8,64
xor_n20,1,2,1,2,0,contract_21,2,16
xor_n20,1,2,8,1,1,contract_22,8,64
xor_n20,1,2,1,2,0,contract_23,2,16
xor_n20,1,2,8,1,1,contract_24,8,64
xor_n20,1,2,1,2,0,contract_25,2,16
xor_n20,1,2,8,1,1,contract_26,8,64
xor_n20,1,2,1,2,0,contract_27,2,16
xor_n20,1,2,8,1,1,contract_28,8,64
xor_n20,1,2,1,2,0,contract_29,2,16
xor_n20,1,2,8,1,1,contract_30,8,64
xor_n20,1,2,1,2,0,contract_31,2,16
xor_n20,1,2,8,1,1,contract_32,8,64
xor_n20,1,2,1,2,0,contract_33,2,16
xor_n20,1,2,8,1,1,contract_34,8,64
xor_n20,1,2,1,2,0,contract_35,2,16
xor_n20,1,2,8,1,1,contract_36,8,64
xor_n20,1,2,1,2,0,contract_37,2,16
xor_n20,1,2,8,1,1,contract_38,8,64
xor_n20,1,2,2,4,2,contract_39,8,64
xor_n20,1,2,4,4,2,contract_40,16,128
xor_n20,1,2,4,4,2,contract_41,16,128
xor_n20,1,2,4,4,2,contract_42,16,128
xor_n20,1,2,4,4,2,contract_43,16,128
xor_n20,1,2,4,4,2,contract_44,16,128
xor_n20,1,2,4,4,2,contract_45,16,128
xor_n20,1,2,4,4,2,contract_46,16,128
xor_n20,1,2,4,4,2,contract_47,16,128
xor_n20,1,2,4,8,2,contract_48,32,256
xor_n20,1,2,8,16,2,contract_49,128,1024
xor_n20,1,2,8,64,2,contract_50,512,4096
xor_n20,1,2,8,256,2,contract_51,2048,16384
xor_n20,1,2,8,1024,2,contract_52,8192,65536
xor_n20,1,2,8,4096,2,contract_53,32768,262144
xor_n20,1,2,8,16384,2,contract_54,131072,1048576
xor_n20,1,2,8,65536,2,contract_55,524288,4194304
xor_n20,1,2,4,262144,2,contract_56,1048576,8388608
xor_n22,1,2,1,8,0,contract_0,8,64
xor_n22,1,2,1,2,0,contract_1,2,16
xor_n22,1,2,4,1,2,contract_2,4,32
xor_n22,1,2,1,2,0,contract_3,2,16
xor_n22,1,2,8,1,1,contract_4,8,64
xor_n22,1,2,1,2,0,contract_5,2,16
xor_n22,1,2,8,1,1,contract_6,8,64
xor_n22,1,2,1,2,0,contract_7,2,16
xor_n22,1,2,8,1,1,contract_8,8,64
xor_n22,1,2,1,2,0,contract_9,2,16
xor_n22,1,2,8,1,1,contract_10,8,64
xor_n22,1,2,1,2,0,contract_11,2,16
xor_n22,1,2,8,1,1,contract_12,8,64
xor_n22,1,2,1,2,0,contract_13,2,16
xor_n22,1,2,8,1,1,contract_14,8,64
xor_n22,1,2,1,2,0,contract_15,2,16
xor_n22,1,2,8,1,1,contract_16,8,64
xor_n22,1,2,1,2,0,contract_17,2,16
xor_n22,1,2,8,1,1,contract_18,8,64
xor_n22,1,2,1,2,0,contract_19,2,16
xor_n22,1,2,8,1,1,contract_20,8,64
xor_n22,1,2,1,2,0,contract_21,2,16
xor_n22,1,2,8,1,1,contract_22,8,64
xor_n22,1,2,1,2,0,contract_23,2,16
xor_n22,1,2,8,1,1,contract_24,8,64
xor_n22,1,2,1,2,0,contract_25,2,16
xor_n22,1,2,8,1,1,contract_26,8,64
xor_n22,1,2,1,2,0,contract_27,2,16
xor_n22,1,2,8,1,1,contract_28,8,64
xor_n22,1,2,1,2,0,contract_29,2,16
xor_n22,1,2,8,1,1,contract_30,8,64
xor_n22,1,2,1,2,0,contract_31,2,16
xor_n22,1,2,8,1,1,contract_32,8,64
xor_n22,1,2,1,2,0,contract_33,2,16
xor_n22,1,2,8,1,1,contract_34,8,64
xor_n22,1,2,1,2,0,contract_35,2,16
xor_n22,1,2,8,1,1,contract_36,8,64
xor_n22,1,2,1,2,0,contract_37,2,16
xor_n22,1,2,8,1,1,contract_38,8,64
xor_n22,1,2,1,2,0,contract_39,2,16
xor_n22,1,2,8,1,1,contract_40,8,64
xor_n22,1,2,1,2,0,contract_41,2,16
xor_n22,1,2,8,1,1,contract_42,8,64
xor_n22,1,2,2,4,2,contract_43,8,64
xor_n22,1,2,4,4,2,contract_44,16,128
xor_n22,1,2,4,4,2,contract_45,16,128
xor_n22,1,2,4,4,2,contract_46,16,128
xor_n22,1,2,4,4,2,contract_47,16,128
xor_n22,1,2,4,4,2,contract_48,16,128
xor_n22,1,2,4,4,2,contract_49,16,128
xor_n22,1,2,4,4,2,contract_50,16,128
xor_n22,1,2,4,4,2,contract_51,16,128
xor_n22,1,2,4,4,2,contract_52,16,128
xor_n22,1,2,4,8,2,contract_53,32,256
xor_n22,1,2,8,16,2,contract_54,128,1024
xor_n22,1,2,8,64,2,contract_55,512,4096
xor_n22,1,2,8,256,2,contract_56,2048,16384
xor_n22,1,2,8,1024,2,contract_57,8192,65536
xor_n22,1,2,8,4096,2,contract_58,32768,262144
xor_n22,1,2,8,16384,2,contract_59,131072,1048576
xor_n22,1,2,8,65536,2,contract_60,524288,4194304
xor_n22,1,2,8,262144,2,contract_61,2097152,16777216
xor_n22,1,2,4,1048576,2,contract_62,4194304,33554432
xor_n24,1,2,1,8,0,contract_0,8,64
xor_n24,1,2,1,2,0,contract_1,2,16
xor_n24,1,2,4,1,2,contract_2,4,32
xor_n24,1,2,1,2,0,contract_3,2,16
xor_n24,1,2,8,1,1,contract_4,8,64
xor_n24,1,2,1,2,0,contract_5,2,16
xor_n24,1,2,8,1,1,contract_6,8,64
xor_n24,1,2,1,2,0,contract_7,2,16
xor_n24,1,2,8,1,1,contract_8,8,64
xor_n24,1,2,1,2,0,contract_9,2,16
xor_n24,1,2,8,1,1,contract_10,8,64
xor_n24,1,2,1,2,0,contract_11,2,16
xor_n24,1,2,8,1,1,contract_12,8,64
xor_n24,1,2,1,2,0,contract_13,2,16
xor_n24,1,2,8,1,1,contract_14,8,64
xor_n24,1,2,1,2,0,contract_15,2,16
xor_n24,1,2,8,1,1,contract_16,8,64
xor_n24,1,2,1,2,0,contract_17,2,16
xor_n24,1,2,8,1,1,contract_18,8,64
xor_n24,1,2,1,2,0,contract_19,2,16
xor_n24,1,2,8,1,1,contract_20,8,64
xor_n24,1,2,1,2,0,contract_21,2,16
xor_n24,1,2,8,1,1,contract_22,8,64
xor_n24,1,2,1,2,0,contract_23,2,16
xor_n24,1,2,8,1,1,contract_24,8,64
xor_n24,1,2,1,2,0,contract_25,2,16
xor_n24,1,2,8,1,1,contract_26,8,64
xor_n24,1,2,1,2,0,contract_27,2,16
xor_n24,1,2,8,1,1,contract_28,8,64
xor_n24,1,2,1,2,0,contract_29,2,16
xor_n24,1,2,8,1,1,contract_30,8,64
xor_n24,1,2,1,2,0,contract_31,2,16
xor_n24,1,2,8,1,1,contract_32,8,64
xor_n24,1,2,1,2,0,contract_33,2,16
xor_n24,1,2,8,1,1,contract_34,8,64
xor_n24,1,2,1,2,0,contract_35,2,16
xor_n24,1,2,8,1,1,contract_36,8,64
xor_n24,1,2,1,2,0,contract_37,2,16
xor_n24,1,2,8,1,1,contract_38,8,64
xor_n24,1,2,1,2,0,contract_39,2,16
xor_n24,1,2,8,1,1,contract_40,8,64
xor_n24,1,2,1,2,0,contract_41,2,16
xor_n24,1,2,8,1,1,contract_42,8,64
xor_n24,1,2,1,2,0,contract_43,2,16
xor_n24,1,2,8,1,1,contract_44,8,64
xor_n24,1,2,1,2,0,contract_45,2,16
xor_n24,1,2,8,1,1,contract_46,8,64
xor_n24,1,2,2,4,2,contract_47,8,64
xor_n24,1,2,4,4,2,contract_48,16,128
xor_n24,1,2,4,4,2,contract_49,16,128
xor_n24,1,2,4,4,2,contract_50,16,128
xor_n24,1,2,4,4,2,contract_51,16,128
xor_n24,1,2,4,4,2,contract_52,16,128
xor_n24,1,2,4,4,2,contract_53,16,128
xor_n24,1,2,4,4,2,contract_54,16,128
xor_n24,1,2,4,4,2,contract_55,16,128
xor_n24,1,2,4,4,2,contract_56,16,128
xor_n24,1,2,4,4,2,contract_57,16,128
xor_n24,1,2,4,8,2,contract_58,32,256
xor_n24,1,2,8,16,2,contract_59,128,1024
xor_n24,1,2,8,64,2,contract_60,512,4096
xor_n24,1,2,8,256,2,contract_61,2048,16384
xor_n24,1,2,8,1024,2,contract_62,8192,65536
xor_n24,1,2,8,4096,2,contract_63,32768,262144
xor_n24,1,2,8,16384,2,contract_64,131072,1048576
xor_n24,1,2,8,65536,2,contract_65,524288,4194304
xor_n24,1,2,8,262144,2,contract_66,2097152,16777216
xor_n24,1,2,8,1048576,2,contract_67,8388608,67108864
xor_n24,1,2,4,4194304,2,contract_68,16777216,134217728
xor_n26,1,2,1,8,0,contract_0,8,64
xor_n26,1,2,1,2,0,contract_1,2,16
xor_n26,1,2,4,1,2,contract_2,4,32
xor_n26,1,2,1,2,0,contract_3,2,16
xor_n26,1,2,8,1,1,contract_4,8,64
xor_n26,1,2,1,2,0,contract_5,2,16
xor_n26,1,2,8,1,1,contract_6,8,64
xor_n26,1,2,1,2,0,contract_7,2,16
xor_n26,1,2,8,1,1,contract_8,8,64
xor_n26,1,2,1,2,0,contract_9,2,16
xor_n26,1,2,8,1,1,contract_10,8,64
xor_n26,1,2,1,2,0,contract_11,2,16
xor_n26,1,2,8,1,1,contract_12,8,64
xor_n26,1,2,1,2,0,contract_13,2,16
xor_n26,1,2,8,1,1,contract_14,8,64
xor_n26,1,2,1,2,0,contract_15,2,16
xor_n26,1,2,8,1,1,contract_16,8,64
xor_n26,1,2,1,2,0,contract_17,2,16
xor_n26,1,2,8,1,1,contract_18,8,64
xor_n26,1,2,1,2,0,contract_19,2,16
xor_n26,1,2,8,1,1,contract_20,8,64
xor_n26,1,2,1,2,0,contract_21,2,16
xor_n26,1,2,8,1,1,contract_22,8,64
xor_n26,1,2,1,2,0,contract_23,2,16
xor_n26,1,2,8,1,1,contract_24,8,64
xor_n26,1,2,1,2,0,contract_25,2,16
xor_n26,1,2,8,1,1,contract_26,8,64
xor_n26,1,2,1,2,0,contract_27,2,16
xor_n26,1,2,8,1,1,contract_28,8,64
xor_n26,1,2,1,2,0,contract_29,2,16
xor_n26,1,2,8,1,1,contract_30,8,64
xor_n26,1,2,1,2,0,contract_31,2,16
xor_n26,1,2,8,1,1,contract_32,8,64
xor_n26,1,2,1,2,0,contract_33,2,16
xor_n26,1,2,8,1,1,contract_34,8,64
xor_n26,1,2,1,2,0,contract_35,2,16
xor_n26,1,2,8,1,1,contract_36,8,64
xor_n26,1,2,1,2,0,contract_37,2,16
xor_n26,1,2,8,1,1,contract_38,8,64
xor_n26,1,2,1,2,0,contract_39,2,16
xor_n26,1,2,8,1,1,contract_40,8,64
xor_n26,1,2,1,2,0,contract_41,2,16
xor_n26,1,2,8,1,1,contract_42,8,64
xor_n26,1,2,1,2,0,contract_43,2,16
xor_n26,1,2,8,1,1,contract_44,8,64
xor_n26,1,2,1,2,0,contract_45,2,16
xor_n26,1,2,8,1,1,contract_46,8,64
xor_n26,1,2,1,2,0,contract_47,2,16
xor_n26,1,2,8,1,1,contract_48,8,64
xor_n26,1,2,1,2,0,contract_49,2,16
xor_n26,1,2,8,1,1,contract_50,8,64
xor_n26,1,2,2,4,2,contract_51,8,64
xor_n26,1,2,4,4,2,contract_52,16,128
xor_n26,1,2,4,4,2,contract_53,16,128
xor_n26,1,2,4,4,2,contract_54,16,128
xor_n26,1,2,4,4,2,contract_55,16,128
xor_n26,1,2,4,4,2,contract_56,16,128
xor_n26,1,2,4,4,2,contract_57,16,128
xor_n26,1,2,4,4,2,contract_58,16,128
xor_n26,1,2,4,4,2,contract_59,16,128
xor_n26,1,2,4,4,2,contract_60,16,128
xor_n26,1,2,4,4,2,contract_61,16,128
xor_n26,1,2,4,4,2,contract_62,16,128
xor_n26,1,2,4,8,2,contract_63,32,256
xor_n26,1,2,8,16,2,contract_64,128,1024
xor_n26,1,2,8,64,2,contract_65,512,4096
xor_n26,1,2,8,256,2,contract_66,2048,16384
xor_n26,1,2,8,1024,2,contract_67,8192,65536
xor_n26,1,2,8,4096,2,contract_68,32768,262144
xor_n26,1,2,8,16384,2,contract_69,131072,1048576
xor_n26,1,2,8,65536,2,contract_70,524288,4194304
xor_n26,1,2,8,262144,2,contract_71,2097152,16777216
xor_n26,1,2,8,1048576,2,contract_72,8388608,67108864
xor_n26,1,2,8,4194304,2,contract_73,33554432,268435456
xor_n26,1,2,4,16777216,2,contract_74,67108864,536870912
